0024A382	VRWorkshops_mod_Legendary_Weapon_NERF	WEAP	peEnchantments	ADD	peEnchantments	VRWorkshopShared_ench_mod_LegendaryNerfPerk			0.00	Nerfed for VR attacks.	NONE	00000000
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	pzZoomData	SET	pzZoomData	ZM_Recon_Scope_x4			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.300		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	fweight	MUL+ADD	fweight	0.350		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	ivalue	MUL+ADD	ivalue	1.000		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	irank	ADD	irank	1		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	peEnchantments	ADD	peEnchantments	EnchReconScopeEquipped			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScopeRecon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B3	mod_InstituteLaserGun_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_Recon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_InstituteLaserGun_Scope_ScopeShort_Recon	002492DB
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	bHasScope	SET	bHasScope	true		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	pzZoomData	SET	pzZoomData	ZM_Recon_Scope_x4			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.300		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	fweight	MUL+ADD	fweight	0.350		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	ivalue	MUL+ADD	ivalue	1.000		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	peEnchantments	ADD	peEnchantments	EnchReconScopeEquipped			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScopeRecon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B2	mod_HuntingRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_Recon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_HuntingRifle_Scope_ScopeShort_Recon	002492DA
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	bHasScope	SET	bHasScope	true		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	pzZoomData	SET	pzZoomData	ZM_Recon_Scope_x4			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.300		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	fweight	MUL+ADD	fweight	0.350		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	ivalue	MUL+ADD	ivalue	1.000		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	peEnchantments	ADD	peEnchantments	EnchReconScopeEquipped			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	remapNode_CScopeMove_P-ScopeMove			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScopeRecon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B1	mod_GaussRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_Recon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_GaussRifle_Scope_ScopeShort_Recon	002492D9
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	bHasScope	SET	bHasScope	true		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	pzZoomData	SET	pzZoomData	ZM_Recon_Scope_x4			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.300		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	fweight	MUL+ADD	fweight	0.350		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	ivalue	MUL+ADD	ivalue	1.000		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	peEnchantments	ADD	peEnchantments	EnchReconScopeEquipped			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScopeRecon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492B0	mod_CombatShotgun_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_Recon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatShotgun_Scope_ScopeShort_Recon	002492D8
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	bHasScope	SET	bHasScope	true		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	pzZoomData	SET	pzZoomData	ZM_Recon_Scope_x4			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.300		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	fweight	MUL+ADD	fweight	0.350		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	ivalue	MUL+ADD	ivalue	1.000		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	peEnchantments	ADD	peEnchantments	EnchReconScopeEquipped			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScopeRecon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AF	mod_CombatRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_Recon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_CombatRifle_Scope_ScopeShort_Recon	002492D7
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	bHasScope	SET	bHasScope	true		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	pzZoomData	SET	pzZoomData	ZM_Recon_Scope_x4			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.300		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	fweight	MUL+ADD	fweight	0.350		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	ivalue	MUL+ADD	ivalue	1.000		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	irank	ADD	irank	2		0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	peEnchantments	ADD	peEnchantments	EnchReconScopeEquipped			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	HasScopeRecon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002492AE	mod_AssaultRifle_Scope_ScopeShort_Recon	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_Recon			0.00	Tracks targets. Improved magnification. Superior sighted accuracy.	miscmod_mod_AssaultRifle_Scope_ScopeShort_Recon	002492D6
002491A9	Bot_CompCodsworth_Arm_Right_Flamer	NPC_	piForcedInventory	ADD	piForcedInventory	CompCodsworthFlamethrowerRight			0.00		NONE	00000000
002491A9	Bot_CompCodsworth_Arm_Right_Flamer	NPC_	pkKeywords	ADD	pkKeywords	bot_HasHandRight			0.00		NONE	00000000
002491A6	Bot_CompCurie_Hand_Left_Laser	NPC_	piForcedInventory	ADD	piForcedInventory	CompCurie_LaserGun_Left			0.00		NONE	00000000
002491A6	Bot_CompCurie_Hand_Left_Laser	NPC_	pkKeywords	ADD	pkKeywords	bot_HasHandLeft			0.00		NONE	00000000
00248384	mod_Aspiration_Armor_IncreasedCostHeavyNotTorso	ARMO	ivalue	ADD	ivalue	6000		0.00		NONE	00000000
00248383	mod_Aspiration_Armor_IncreasedCostHeavy	ARMO	ivalue	ADD	ivalue	8000		0.00		NONE	00000000
00248382	mod_Aspiration_Armor_IncreasedCost_900	ARMO	ivalue	MUL+ADD	ivalue	900.000		0.00		NONE	00000000
00248381	mod_Aspiration_Armor_IncreasedCost_600	ARMO	ivalue	MUL+ADD	ivalue	600.000		0.00		NONE	00000000
00248380	mod_Aspiration_Armor_IncreasedCost_100	ARMO	ivalue	MUL+ADD	ivalue	100.000		0.00		NONE	00000000
0024837F	mod_Aspiration_Armor_IncreasedCost_300	ARMO	ivalue	MUL+ADD	ivalue	300.000		0.00		NONE	00000000
0024837E	mod_Aspiration_Armor_IncreasedCost_050	ARMO	ivalue	MUL+ADD	ivalue	50.000		0.00		NONE	00000000
0024836F	mod_Aspiration_Armor_IncreasedCostMediumNotTorso	ARMO	ivalue	ADD	ivalue	1800		0.00		NONE	00000000
0024836E	mod_Aspiration_Armor_IncreasedCostMedium	ARMO	ivalue	ADD	ivalue	2500		0.00		NONE	00000000
00245BEA	mod_armor_Universal_Lining_LimbLeg_StealthMove	ARMO	fweight	MUL+ADD	fweight	0.100		0.00	Increased Movement Speed while sneaking.	NONE	00000000
00245BEA	mod_armor_Universal_Lining_LimbLeg_StealthMove	ARMO	ivalue	MUL+ADD	ivalue	0.500		0.00	Increased Movement Speed while sneaking.	NONE	00000000
00245BEA	mod_armor_Universal_Lining_LimbLeg_StealthMove	ARMO	peEnchantments	ADD	peEnchantments	enchArmorStealthMoveMod			0.00	Increased Movement Speed while sneaking.	NONE	00000000
00245BEA	mod_armor_Universal_Lining_LimbLeg_StealthMove	ARMO	pkKeywords	ADD	pkKeywords	dn_HasLining_StealthMove			0.00	Increased Movement Speed while sneaking.	NONE	00000000
